Bergpolizeiverordnung	NN	Bergpolizeiverordnung
wenn	KOUS	wenn
sie	PPER	sie
die	ART	die
Benutzung	NN	Benutzung
geduldet	VVPP	dulden|gedulden
haben	VAFIN	haben
.	$.	.
§	NN	§
40	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Das	ART	die
Fahren	NN	Fahren
in	APPR	in
Schachte	NN	Schachte
während	APPR	während
der	ART	die
Förderung	NN	Förderung
ist	VAFIN	sein
verboten	VVPP	verbieten
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Die	ART	die
Seilfahrt	NN	Seilfahrt
in	APPR	in
Schächten	NN	Schacht
bedarf	VVFIN	bedürfen
der	ART	die
Genehmigung	NN	Genehmigung
des	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
.	$.	.
§	NN	§
41	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
In	APPR	in
allen	PIAT	alle
Fahrschächten	NN	Fahrschächten
dürfen	VMFIN	dürfen
die	ART	die
Fahrten	NN	Fahrt
nicht	PTKNEG	nicht
mehr	ADV	mehr
als	KOKOM	als
80	CARD	@card@
°	ADJA	°
Neigung	NN	Neigung
haben	VAINF	haben
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
In	APPR	in
den	ART	die
Fahrschächten	NN	Fahrschächten
mit	APPR	mit
mehr	ADV	mehr
als	KOKOM	als
70	CARD	@card@
°	ADJA	°
Neigung	NN	Neigung
müssen	VMFIN	müssen
in	APPR	in
Abständen	NN	Abstand
von	APPR	von
höchstens	ADV	höchstens
10	CARD	@card@
m	NN	m
Ruhebühnen	NN	Ruhebühnen
vorhanden	ADJD	vorhanden
sein	VAINF	sein
.	$.	.
Ausnahmen	NN	Ausnahme
genehmigt	VVFIN	genehmigen
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Die	ART	die
Bestimmung	NN	Bestimmung
des	ART	die
Abs.	NN	Abs.
1	CARD	@card@
und	KON	und
2	CARD	@card@
finden	VVFIN	finden
keine	PIAT	keine
Anwendung	NN	Anwendung
auf	APPR	auf
enge	ADJA	eng
und	KON	und
nicht	PTKNEG	nicht
über	APPR	über
10	CARD	@card@
m	NN	m
tiefe	ADJA	tief
Schächte	NN	Schacht
,	$,	,
in	APPR	in
denen	PRELS	die
seigere	ADJA	seigere
Fahrten	NN	Fahrt
ohne	APPR	ohne
Gefahr	NN	Gefahr
benutzt	VVPP	benutzen
werden	VAINF	werden
können	VMFIN	können
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Die	ART	die
Fahrten	NN	Fahrt
müssen	VMFIN	müssen
hinlänglich	ADJD	hinlänglich
stark	ADJD	stark
gebaut	VVPP	bauen
sein	VAINF	sein
.	$.	.
Sie	PPER	Sie
müssen	VMFIN	müssen
über	APPR	über
jeder	PIAT	jede
Ruhebühne	NN	Ruhebühne
und	KON	und
Hängebank	NN	Hängebank
mindestens	ADV	mindestens
1	CARD	@card@
m	NN	m
hervorragen	VVINF	hervorragen
,	$,	,
oder	KON	oder
es	PPER	es
müssen	VMFIN	müssen
feste	ADJA	fest
Handbegriffe	NN	Handbegriffe
vorhanden	ADJD	vorhanden
sein	VAINF	sein
.	$.	.
Jede	PIAT	jede
einzelne	ADJA	einzeln
Fahrt	NN	Fahrt
ist	VAFIN	sein
für	APPR	für
sich	PRF	sich
fest	ADJD	fest
einzubauen	VVIZU	einbauen
.	$.	.
§	NN	§
42	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
In	APPR	in
allen	PIAT	alle
Treppen	NN	Treppe
sowie	KON	sowie
an	APPR	an
den	ART	die
über	APPR	über
die	ART	die
Bodenarbeiten	NN	Bodenarbeit
führenden	ADJA	führend
Brücken	NN	Brücke
sind	VAFIN	sein
dauerhafte	ADJA	dauerhaft
Gelände	NN	Gelände
anzubringen	VVIZU	anbringen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Laufbrücken	NN	Laufbrücken
und	KON	und
Stege	NN	Steg
sind	VAFIN	sein
mit	APPR	mit
festem	ADJA	fest
Bodenbelag	NN	Bodenbelag
,	$,	,
seitlichen	ADJA	seitlich
Schutzleisten	NN	Schutzleisten
und	KON	und
bei	APPR	bei
einer	ART	eine
Höhe	NN	Höhe
von	APPR	von
mehr	ADV	mehr
als	KOKOM	als
2	CARD	@card@
m	NN	m
über	APPR	über
dem	ART	die
Erdboden	NN	Erdboden
an	APPR	an
beiden	PIAT	beide
Seiten	NN	Seite
mit	APPR	mit
festem	ADJA	fest
Gelände	NN	Gelände
zu	PTKZU	zu
versehen	VVINF	versehen
.	$.	.
Wenn	KOUS	wenn
unterhalb	APPR	unterhalb
der	ART	die
Laufbrücke	NN	Laufbrücke
oder	KON	oder
Stege	NN	Steg
Arbeiter	NN	Arbeiter
beschäftigt	VVPP	beschäftigen
sind	VAFIN	sein
oder	KON	oder
verkehren	VVINF	verkehren
,	$,	,
sind	VAFIN	sein
Schutzbekleidungen	NN	Schutzbekleidungen
an	APPR	an
beiden	PIAT	beide
Seiten	NN	Seite
von	APPR	von
solcher	PIAT	solche
Höhe	NN	Höhe
anzubringen	VVIZU	anbringen
,	$,	,
dasz	ADJD	dasz
das	PDS	die
Herabfallen	VVFIN	herabfallen
von	APPR	von
Gegenständen	NN	Gegenstand
verhindert	VVPP	verhindern
wird	VAFIN	werden
.	$.	.
